open_time,open,high,low,close,volume
2026-07-02T11:00:00+00:00,61227.19000000,61379.03000000,61132.50000000,61376.60000000,2.21222000
2026-07-02T12:00:00+00:00,61356.93000000,61608.72000000,61169.58000000,61551.40000000,4.12753000
2026-07-02T13:00:00+00:00,61551.42000000,62034.69000000,61519.73000000,61937.75000000,9.79192000
2026-07-02T14:00:00+00:00,61919.10000000,62199.02000000,61418.15000000,61659.63000000,7.70525000
2026-07-02T15:00:00+00:00,61686.69000000,61832.62000000,61443.41000000,61616.39000000,1.17336000
2026-07-02T16:00:00+00:00,61623.42000000,61773.26000000,61160.84000000,61675.69000000,0.67566000
2026-07-02T17:00:00+00:00,61667.81000000,61939.53000000,61620.23000000,61665.42000000,4.12905000
2026-07-02T18:00:00+00:00,61691.34000000,61860.31000000,61685.14000000,61747.65000000,0.47425000
2026-07-02T19:00:00+00:00,61737.77000000,61742.74000000,61443.41000000,61443.41000000,2.16099000
2026-07-02T20:00:00+00:00,61486.66000000,61588.52000000,61349.94000000,61588.52000000,2.46487000
2026-07-02T21:00:00+00:00,61573.17000000,61616.39000000,61509.88000000,61581.56000000,1.65429000
2026-07-02T22:00:00+00:00,61573.15000000,61573.15000000,61437.75000000,61529.90000000,0.07652000
2026-07-02T23:00:00+00:00,61486.66000000,61585.76000000,61352.98000000,61557.61000000,0.77272000
2026-07-03T00:00:00+00:00,61573.15000000,61573.15000000,61270.44000000,61313.71000000,1.33013000
2026-07-03T01:00:00+00:00,61318.10000000,61728.20000000,61313.68000000,61601.24000000,0.42213000
2026-07-03T02:00:00+00:00,61612.28000000,61650.31000000,61313.68000000,61453.07000000,0.09355000
2026-07-03T03:00:00+00:00,61443.41000000,61586.08000000,61332.31000000,61444.55000000,0.12290000
2026-07-03T04:00:00+00:00,61455.53000000,61534.00000000,61349.95000000,61454.30000000,0.72401000
2026-07-03T05:00:00+00:00,61443.41000000,61786.88000000,61443.41000000,61708.13000000,0.23417000
2026-07-03T06:00:00+00:00,61707.44000000,61833.78000000,61616.39000000,61735.85000000,0.17631000
2026-07-03T07:00:00+00:00,61710.91000000,61978.67000000,61685.67000000,61758.44000000,7.70355000
2026-07-03T08:00:00+00:00,61766.84000000,61889.68000000,61575.95000000,61575.95000000,0.21970000
2026-07-03T09:00:00+00:00,61573.15000000,61755.59000000,61554.45000000,61746.13000000,0.02210000
2026-07-03T10:00:00+00:00,61735.76000000,62048.82000000,61679.02000000,61919.10000000,3.78679000
2026-07-03T11:00:00+00:00,61892.64000000,62088.70000000,61860.32000000,62032.18000000,3.75293000
2026-07-03T12:00:00+00:00,62016.18000000,62182.63000000,61908.20000000,61962.51000000,0.22374000
2026-07-03T13:00:00+00:00,61985.00000000,62269.81000000,61962.35000000,62131.17000000,1.12854000
2026-07-03T14:00:00+00:00,62114.02000000,62245.30000000,61714.09000000,62168.41000000,1.63274000
2026-07-03T15:00:00+00:00,62182.98000000,62383.02000000,61832.62000000,61919.16000000,1.34313000
2026-07-03T16:00:00+00:00,61923.47000000,62096.96000000,61916.38000000,62092.08000000,0.39772000
2026-07-03T17:00:00+00:00,62135.33000000,62301.06000000,62135.33000000,62178.57000000,4.90393000
2026-07-03T18:00:00+00:00,62202.32000000,62256.46000000,62120.94000000,62212.13000000,3.64072000
2026-07-03T19:00:00+00:00,62212.17000000,62308.29000000,62157.89000000,62225.31000000,0.50556000
2026-07-03T20:00:00+00:00,62225.69000000,62892.64000000,62196.83000000,62740.75000000,10.38242000
2026-07-03T21:00:00+00:00,62783.99000000,62956.97000000,62522.73000000,62740.76000000,1.35066000
2026-07-03T22:00:00+00:00,62740.75000000,62740.75000000,62525.66000000,62598.84000000,0.18881000
2026-07-03T23:00:00+00:00,62569.10000000,62704.37000000,62536.45000000,62607.32000000,0.13918000
2026-07-04T00:00:00+00:00,62603.20000000,62931.21000000,62594.01000000,62776.06000000,2.23604000
2026-07-04T01:00:00+00:00,62776.05000000,62776.05000000,62423.27000000,62481.28000000,4.10594000
2026-07-04T02:00:00+00:00,62485.13000000,62567.49000000,62452.88000000,62538.96000000,3.59026000
2026-07-04T03:00:00+00:00,62527.84000000,62740.73000000,62501.47000000,62653.39000000,0.20781000
2026-07-04T04:00:00+00:00,62642.84000000,62740.74000000,62617.76000000,62657.15000000,0.40939000
2026-07-04T05:00:00+00:00,62697.49000000,62697.49000000,62471.83000000,62471.83000000,0.20647000
2026-07-04T06:00:00+00:00,62473.88000000,62527.00000000,62344.72000000,62507.11000000,0.41620000
2026-07-04T07:00:00+00:00,62505.69000000,62611.02000000,62486.13000000,62582.79000000,0.06696000
2026-07-04T08:00:00+00:00,62596.76000000,62640.81000000,62533.92000000,62611.02000000,0.18089000
2026-07-04T09:00:00+00:00,62572.52000000,62572.52000000,62448.78000000,62508.91000000,0.08050000
2026-07-04T10:00:00+00:00,62496.67000000,62543.97000000,62479.23000000,62524.53000000,0.03114000
2026-07-04T11:00:00+00:00,62499.44000000,62545.98000000,62478.58000000,62505.64000000,0.19817000
2026-07-04T12:00:00+00:00,62505.64000000,62680.85000000,62505.64000000,62673.12000000,0.86835000
